task_id,agent,run,attempt,passed,duration_seconds
task_06,agent_02,2,1,True,0.32
task_06,agent_02,3,1,True,0.31
task_06,agent_02,4,1,True,0.33
task_06,agent_02,5,1,True,0.33
task_07,baseline,1,1,True,0.36
task_07,baseline,2,1,True,0.38
task_07,baseline,3,1,True,0.35
task_07,baseline,4,1,True,0.38
task_07,baseline,5,1,True,0.38
task_07,agent_02,1,1,True,0.37
task_07,agent_02,2,1,True,0.36
task_07,agent_02,3,1,True,0.36
task_07,agent_02,4,1,True,0.36
task_07,agent_02,5,1,True,0.37
task_03,baseline,1,1,True,0.34
task_03,baseline,2,1,True,0.34
task_03,baseline,3,1,True,0.34
task_03,baseline,4,1,True,0.32
task_03,baseline,5,1,True,0.32
task_03,agent_02,1,1,True,0.33
task_03,agent_02,2,1,True,0.32
task_03,agent_02,3,1,True,0.32
task_03,agent_02,4,1,True,0.33
task_03,agent_02,5,1,True,0.32
task_04,baseline,1,1,True,0.33
task_04,baseline,2,1,True,0.33
task_04,baseline,3,1,True,0.33
task_04,baseline,4,1,True,0.31
task_04,baseline,5,1,True,0.32
task_04,agent_02,1,1,True,0.33
task_04,agent_02,2,1,True,0.32
task_04,agent_02,3,1,True,0.34
task_04,agent_02,4,1,True,0.32
task_04,agent_02,5,1,True,0.32
task_01,baseline,1,1,True,0.31
task_01,baseline,2,1,True,0.31
task_01,baseline,3,1,True,0.31
task_01,baseline,4,1,True,0.31
task_01,baseline,5,1,True,0.31
task_01,agent_02,1,1,True,0.32
task_01,agent_02,2,1,True,0.31
task_01,agent_02,3,1,True,0.32
task_01,agent_02,4,1,True,0.32
task_01,agent_02,5,1,True,0.33
task_02,baseline,1,1,True,0.31
task_02,baseline,2,1,True,0.33
task_02,baseline,3,1,True,0.33
task_02,baseline,4,1,True,0.33
task_02,baseline,5,1,True,0.34
task_02,agent_02,1,1,True,0.35
task_02,agent_02,2,1,True,0.35
task_02,agent_02,3,1,True,0.34
task_02,agent_02,4,1,True,0.34
task_02,agent_02,5,1,True,0.34
task_03,baseline,1,1,True,0.33
task_03,baseline,2,1,True,0.32
task_03,baseline,3,1,True,0.33
task_03,baseline,4,1,True,0.35
task_03,baseline,5,1,True,0.34
task_03,agent_02,1,1,True,0.34
task_03,agent_02,2,1,True,0.32
task_03,agent_02,3,1,True,0.33
task_03,agent_02,4,1,True,0.32
task_03,agent_02,5,1,True,0.34
task_04,baseline,1,1,True,0.32
task_04,baseline,2,1,True,0.32
task_04,baseline,3,1,True,0.32
task_04,baseline,4,1,True,0.31
task_04,baseline,5,1,True,0.32
task_04,agent_02,1,1,True,0.33
task_04,agent_02,2,1,True,0.32
task_04,agent_02,3,1,True,0.34
task_04,agent_02,4,1,True,0.33
task_04,agent_02,5,1,True,0.32
task_05,baseline,1,1,True,0.32
task_05,baseline,2,1,True,0.32
task_05,baseline,3,1,True,0.32
task_05,baseline,4,1,True,0.34
task_05,baseline,5,1,True,0.31
task_05,agent_02,1,1,True,0.33
task_05,agent_02,2,1,True,0.33
task_05,agent_02,3,1,True,0.33
task_05,agent_02,4,1,True,0.33
task_05,agent_02,5,1,True,0.34
task_06,baseline,1,1,True,0.33
task_06,baseline,2,1,True,0.32
task_06,baseline,3,1,True,0.34
task_06,baseline,4,1,True,0.31
task_06,baseline,5,1,True,0.31
task_06,agent_02,1,1,True,0.35
task_06,agent_02,2,1,True,0.32
task_06,agent_02,3,1,True,0.34
task_06,agent_02,4,1,True,0.32
task_06,agent_02,5,1,True,0.34
task_07,baseline,1,1,True,0.35
task_07,baseline,2,1,True,0.32
task_07,baseline,3,1,True,0.32
task_07,baseline,4,1,True,0.32
task_07,baseline,5,1,True,0.32
task_07,agent_02,1,1,True,0.33
task_07,agent_02,2,1,True,0.31
task_07,agent_02,3,1,True,0.36
task_07,agent_02,4,1,True,0.35
task_07,agent_02,5,1,True,0.33
task_01,baseline,1,1,True,0.31
task_01,baseline,2,1,True,0.32
task_01,baseline,3,1,True,0.32
task_01,baseline,4,1,True,0.32
task_01,baseline,5,1,True,0.32
task_01,agent_02,1,1,True,0.33
task_01,agent_02,2,1,True,0.32
task_01,agent_02,3,1,True,0.34
task_01,agent_02,4,1,True,0.32
task_01,agent_02,5,1,True,0.32
task_02,baseline,1,1,True,0.31
task_02,baseline,2,1,True,0.31
task_02,baseline,3,1,True,0.32
task_02,baseline,4,1,True,0.31
task_02,baseline,5,1,True,0.31
task_02,agent_02,1,1,True,0.32
task_02,agent_02,2,1,True,0.32
task_02,agent_02,3,1,True,0.33
task_02,agent_02,4,1,True,0.33
task_02,agent_02,5,1,True,0.32
